	1	2	4	6	8	9
0	0.0	0.9988239407539368	0.0	0.0	0.0	0.0
1	0.0	0.0	0.9988439083099365	0.0	0.0	0.0
2	0.0	0.9995959997177124	0.0	0.0	0.0	0.0
3	0.0	0.9997056126594543	0.0	0.0	0.0	0.0
4	0.9997219443321228	0.0	0.0	0.0	0.0	0.0
5	0.0	0.0	0.0	0.998730480670929	0.0	0.0
6	0.0	0.0	0.999417781829834	0.0	0.0	0.0
7	0.0	0.0	0.9989263415336609	0.0	0.0	0.0
8	0.0	0.0	0.0	0.0	0.0	0.9997038245201111
9	0.0	0.0	0.0	0.9998387098312378	0.0	0.0
10	0.0	0.0	0.0	0.9995138049125671	0.0	0.0
11	0.0	0.0	0.9989263415336609	0.0	0.0	0.0
12	0.9991009831428528	0.0	0.0	0.0	0.0	0.0
13	0.0	0.0	0.0	0.0	0.9992018342018127	0.0
14	0.9993928670883179	0.0	0.0	0.0	0.0	0.0
